"","clock.start.time","start","end","stage"
"727","06:03:00",21780,21810,"-2"
"728","06:03:30",21810,21840,"-2"
"729","06:04:00",21840,21870,"-2"
"730","06:04:30",21870,21900,"-2"
"731","06:05:00",21900,21930,"-2"
"732","06:05:30",21930,21960,"-2"
"733","06:06:00",21960,21990,"-2"
"734","06:06:30",21990,22020,"-2"
"735","06:07:00",22020,22050,"-2"
"736","06:07:30",22050,22080,"-2"
"737","06:08:00",22080,22110,"-2"
"738","06:08:30",22110,22140,"-2"
"739","06:09:00",22140,22170,"-2"
"740","06:09:30",22170,22200,"-2"
"741","06:10:00",22200,22230,"-2"
"742","06:10:30",22230,22260,"-2"
"743","06:11:00",22260,22290,"-2"
"744","06:11:30",22290,22320,"-2"
"745","06:12:00",22320,22350,"-2"
"746","06:12:30",22350,22380,"-2"
"747","06:13:00",22380,22410,"-2"
"748","06:13:30",22410,22440,"-2"
"749","06:14:00",22440,22470,"-2"
"750","06:14:30",22470,22500,"-2"
"751","06:15:00",22500,22530,"-2"
"752","06:15:30",22530,22560,"-2"
"753","06:16:00",22560,22590,"-2"
"754","06:16:30",22590,22620,"-2"
"755","06:17:00",22620,22650,"-2"
"756","06:17:30",22650,22680,"-2"
"757","06:18:00",22680,22710,"-2"
"758","06:18:30",22710,22740,"-2"
"759","06:19:00",22740,22770,"-2"
"760","06:19:30",22770,22800,"-2"
"761","06:20:00",22800,22830,"-2"
"762","06:20:30",22830,22860,"-2"
"763","06:21:00",22860,22890,"-2"
"764","06:21:30",22890,22920,"-2"
"765","06:22:00",22920,22950,"-2"
"766","06:22:30",22950,22980,"-2"
"767","06:23:00",22980,23010,"-2"
"768","06:23:30",23010,23040,"-2"
"769","06:24:00",23040,23070,"-2"
"770","06:24:30",23070,23100,"-2"
"771","06:25:00",23100,23130,"-2"
"772","06:25:30",23130,23160,"-2"
"773","06:26:00",23160,23190,"-2"
"774","06:26:30",23190,23220,"-2"
"775","06:27:00",23220,23250,"-2"
"776","06:27:30",23250,23280,"-2"
"777","06:28:00",23280,23310,"-2"
"778","06:28:30",23310,23340,"-2"
"779","06:29:00",23340,23370,"-2"
"780","06:29:30",23370,23400,"-2"
"781","06:30:00",23400,23430,"-2"
"782","06:30:30",23430,23460,"-2"
"783","06:31:00",23460,23490,"-2"
"784","06:31:30",23490,23520,"-2"
"785","06:32:00",23520,23550,"-2"
"786","06:32:30",23550,23580,"-2"
"787","06:33:00",23580,23610,"-2"
"788","06:33:30",23610,23640,"-2"
"789","06:34:00",23640,23670,"-2"
"790","06:34:30",23670,23700,"-2"
"791","06:35:00",23700,23730,"-2"
"792","06:35:30",23730,23760,"-2"
"793","06:36:00",23760,23790,"-2"
"794","06:36:30",23790,23820,"-2"
"795","06:37:00",23820,23850,"-2"
"796","06:37:30",23850,23880,"-2"
"797","06:38:00",23880,23910,"-2"
"798","06:38:30",23910,23940,"-2"
"799","06:39:00",23940,23970,"-2"
"800","06:39:30",23970,24000,"-2"
"801","06:40:00",24000,24030,"-2"
"802","06:40:30",24030,24060,"-2"
"803","06:41:00",24060,24090,"-2"
"804","06:41:30",24090,24120,"-2"
"805","06:42:00",24120,24150,"-2"
"806","06:42:30",24150,24180,"-2"
"807","06:43:00",24180,24210,"-2"
"808","06:43:30",24210,24240,"-2"
"809","06:44:00",24240,24270,"-2"
"810","06:44:30",24270,24300,"-2"
"811","06:45:00",24300,24330,"-2"
"812","06:45:30",24330,24360,"-2"
"813","06:46:00",24360,24390,"-2"
"814","06:46:30",24390,24420,"-2"
"815","06:47:00",24420,24450,"-2"
"816","06:47:30",24450,24480,"-2"
"817","06:48:00",24480,24510,"-2"
"818","06:48:30",24510,24540,"-2"
"819","06:49:00",24540,24570,"-2"
"820","06:49:30",24570,24600,"-2"
"821","06:50:00",24600,24630,"-2"
"822","06:50:30",24630,24660,"-2"
"823","06:51:00",24660,24690,"-2"
"824","06:51:30",24690,24720,"-2"
"825","06:52:00",24720,24750,"-2"
"826","06:52:30",24750,24780,"-2"
"827","06:53:00",24780,24810,"-2"
"828","06:53:30",24810,24840,"-2"
"829","06:54:00",24840,24870,"-2"
"830","06:54:30",24870,24900,"-2"
"831","06:55:00",24900,24930,"-2"
"832","06:55:30",24930,24960,"-2"
"833","06:56:00",24960,24990,"-2"
"834","06:56:30",24990,25020,"-2"
"835","06:57:00",25020,25050,"-2"
"836","06:57:30",25050,25080,"-2"
"837","06:58:00",25080,25110,"-2"
"838","06:58:30",25110,25140,"-2"
"839","06:59:00",25140,25170,"-2"
"840","06:59:30",25170,25200,"-2"
"841","07:00:00",25200,25230,"-2"
"842","07:00:30",25230,25260,"-2"
"843","07:01:00",25260,25290,"-2"
"844","07:01:30",25290,25320,"-2"
"845","07:02:00",25320,25350,"-2"
"846","07:02:30",25350,25380,"-2"
"847","07:03:00",25380,25410,"-2"
"848","07:03:30",25410,25440,"-2"
"849","07:04:00",25440,25470,"-2"
"850","07:04:30",25470,25500,"-2"
"851","07:05:00",25500,25530,"-2"
"852","07:05:30",25530,25560,"-2"
"853","07:06:00",25560,25590,"-2"
"854","07:06:30",25590,25620,"-2"
"855","07:07:00",25620,25650,"-2"
"856","07:07:30",25650,25680,"-2"
"857","07:08:00",25680,25710,"-2"
"858","07:08:30",25710,25740,"-2"
"859","07:09:00",25740,25770,"-2"
"860","07:09:30",25770,25800,"-2"
"861","07:10:00",25800,25830,"-2"
"862","07:10:30",25830,25860,"-2"
"863","07:11:00",25860,25890,"-2"
"864","07:11:30",25890,25920,"-2"
"865","07:12:00",25920,25950,"-2"
"866","07:12:30",25950,25980,"-2"
"867","07:13:00",25980,26010,"-2"
"868","07:13:30",26010,26040,"-2"
"869","07:14:00",26040,26070,"-2"
"870","07:14:30",26070,26100,"-2"
"871","07:15:00",26100,26130,"-2"
"872","07:15:30",26130,26160,"-2"
"873","07:16:00",26160,26190,"-2"
"874","07:16:30",26190,26220,"-2"
"875","07:17:00",26220,26250,"-2"
"876","07:17:30",26250,26280,"-2"
"877","07:18:00",26280,26310,"-2"
"878","07:18:30",26310,26340,"-2"
"879","07:19:00",26340,26370,"-2"
"880","07:19:30",26370,26400,"-2"
"881","07:20:00",26400,26430,"-2"
"882","07:20:30",26430,26460,"-2"
"883","07:21:00",26460,26490,"-2"
"884","07:21:30",26490,26520,"-2"
"885","07:22:00",26520,26550,"-2"
"886","07:22:30",26550,26580,"-2"
"887","07:23:00",26580,26610,"-2"
"888","07:23:30",26610,26640,"-2"
"889","07:24:00",26640,26670,"-2"
"890","07:24:30",26670,26700,"-2"
"891","07:25:00",26700,26730,"-2"
"892","07:25:30",26730,26760,"-2"
"893","07:26:00",26760,26790,"-2"
"894","07:26:30",26790,26820,"-2"
"895","07:27:00",26820,26850,"-2"
"896","07:27:30",26850,26880,"-2"
"897","07:28:00",26880,26910,"-2"
"898","07:28:30",26910,26940,"-2"
"899","07:29:00",26940,26970,"-2"
"900","07:29:30",26970,27000,"-2"
"901","07:30:00",27000,27030,"-2"
"902","07:30:30",27030,27060,"-2"
"903","07:31:00",27060,27090,"-2"
"904","07:31:30",27090,27120,"-2"
"905","07:32:00",27120,27150,"-2"
"906","07:32:30",27150,27180,"-2"
"907","07:33:00",27180,27210,"-2"
"908","07:33:30",27210,27240,"-2"
"909","07:34:00",27240,27270,"-2"
"910","07:34:30",27270,27300,"-2"
"911","07:35:00",27300,27330,"-2"
"912","07:35:30",27330,27360,"-2"
"913","07:36:00",27360,27390,"-2"
"914","07:36:30",27390,27420,"-2"
"915","07:37:00",27420,27450,"-2"
"916","07:37:30",27450,27480,"-2"
"917","07:38:00",27480,27510,"-2"
"918","07:38:30",27510,27540,"-2"
"919","07:39:00",27540,27570,"-2"
"920","07:39:30",27570,27600,"-2"
"921","07:40:00",27600,27630,"-2"
"922","07:40:30",27630,27660,"-2"
"923","07:41:00",27660,27690,"-2"
"924","07:41:30",27690,27720,"-2"
"925","07:42:00",27720,27750,"-2"
"926","07:42:30",27750,27780,"-2"
"927","07:43:00",27780,27810,"-2"
"928","07:43:30",27810,27840,"-2"
"929","07:44:00",27840,27870,"-2"
"930","07:44:30",27870,27900,"-2"
"931","07:45:00",27900,27930,"-2"
"932","07:45:30",27930,27960,"-2"
"933","07:46:00",27960,27990,"-2"
"934","07:46:30",27990,28020,"-2"
"935","07:47:00",28020,28050,"-2"
"936","07:47:30",28050,28080,"-2"
"937","07:48:00",28080,28110,"-2"
"938","07:48:30",28110,28140,"-2"
"939","07:49:00",28140,28170,"-2"
"940","07:49:30",28170,28200,"-2"
"941","07:50:00",28200,28230,"-2"
"942","07:50:30",28230,28260,"-2"
"943","07:51:00",28260,28290,"-2"
"944","07:51:30",28290,28320,"-2"
"945","07:52:00",28320,28350,"-2"
"946","07:52:30",28350,28380,"-2"
"947","07:53:00",28380,28410,"-2"
"948","07:53:30",28410,28440,"-2"
"949","07:54:00",28440,28470,"-2"
"950","07:54:30",28470,28500,"-2"
"951","07:55:00",28500,28530,"-2"
"952","07:55:30",28530,28560,"-2"
"953","07:56:00",28560,28590,"-2"
"954","07:56:30",28590,28620,"-2"
"955","07:57:00",28620,28650,"-2"
"956","07:57:30",28650,28680,"-2"
"957","07:58:00",28680,28710,"-2"
"958","07:58:30",28710,28740,"-2"
"959","07:59:00",28740,28770,"-2"
"960","07:59:30",28770,28800,"-2"
"961","08:00:00",28800,28830,"-2"
"962","08:00:30",28830,28860,"-2"
"963","08:01:00",28860,28890,"-2"
"964","08:01:30",28890,28920,"-2"
"965","08:02:00",28920,28950,"-2"
"966","08:02:30",28950,28980,"-2"
"967","08:03:00",28980,29010,"-2"
"968","08:03:30",29010,29040,"-2"
"969","08:04:00",29040,29070,"-2"
"970","08:04:30",29070,29100,"-2"
"971","08:05:00",29100,29130,"-2"
"972","08:05:30",29130,29160,"-2"
"973","08:06:00",29160,29190,"-2"
"974","08:06:30",29190,29220,"-2"
"975","08:07:00",29220,29250,"-2"
"976","08:07:30",29250,29280,"-2"
"977","08:08:00",29280,29310,"-2"
"978","08:08:30",29310,29340,"-2"
"979","08:09:00",29340,29370,"-2"
"980","08:09:30",29370,29400,"-2"
"981","08:10:00",29400,29430,"-2"
"982","08:10:30",29430,29460,"-2"
"983","08:11:00",29460,29490,"-2"
"984","08:11:30",29490,29520,"-2"
"985","08:12:00",29520,29550,"-2"
"986","08:12:30",29550,29580,"-2"
"987","08:13:00",29580,29610,"-2"
"988","08:13:30",29610,29640,"-1"
